UserID,ItemID,Rating,TripType
5000,2225,3.0,COUPLES
5000,1918,3.5,COUPLES
5000,495,5.0,COUPLES
5000,1419,4.5,COUPLES
5000,1911,4.25,COUPLES
5000,242,4.06,COUPLES
5000,201,4.27,COUPLES
5000,1310,3.0,COUPLES
5000,1951,4.33,COUPLES
5000,361,3.73,COUPLES
5000,370,4.28,COUPLES
5000,1834,4.0,COUPLES
5000,84,4.25,COUPLES
5000,1418,3.67,COUPLES
5000,509,4.0,COUPLES
5000,747,4.75,COUPLES
5000,223,4.6,COUPLES
5000,352,4.19,COUPLES
5000,785,4.5,COUPLES
5000,179,4.5,COUPLES
5000,206,4.0,COUPLES
5000,801,3.25,COUPLES
5000,404,3.67,COUPLES
5000,366,4.0,COUPLES
5000,855,5.0,COUPLES
5001,319,4.5,COUPLES
5001,1112,4.0,COUPLES
5001,1389,4.33,COUPLES
5001,242,4.06,COUPLES
5001,50,4.13,COUPLES
5001,572,4.62,COUPLES
5001,1736,4.0,COUPLES
5001,1966,2.0,COUPLES
5001,503,4.0,COUPLES
5001,1606,5.0,COUPLES
5001,1764,5.0,COUPLES
5001,454,5.0,COUPLES
5001,508,4.27,COUPLES
5001,1582,3.0,COUPLES
5001,1457,3.75,COUPLES
5001,253,4.59,COUPLES
5001,1303,4.0,COUPLES
5001,41,4.26,COUPLES
5001,1380,3.0,COUPLES
5001,328,5.0,COUPLES
5001,855,5.0,COUPLES
5002,93,4.33,COUPLES
5002,205,3.8,COUPLES
5002,373,4.0,COUPLES
5002,319,4.5,COUPLES
5002,1772,4.0,COUPLES
5002,975,4.0,COUPLES
5002,241,4.44,COUPLES
5002,1912,5.0,COUPLES
5002,2111,4.0,COUPLES
5002,92,3.95,COUPLES
5002,1695,5.0,COUPLES
5002,2100,4.0,COUPLES
5002,1508,5.0,COUPLES
5002,654,3.86,COUPLES
5002,850,4.33,COUPLES
5002,208,4.3,COUPLES
5002,1499,4.2,COUPLES
5002,2243,4.0,COUPLES
