1 1 5.0
1 1146 5.0
1 541 5.0
1 857 5.0
1 282 5.0
1 1629 3.0
1 1249 1.0
1 1099 4.0
2 2 5.0
2 281 4.0
2 1279 3.0
3 3 5.0
3 726 4.0
3 578 2.0
3 282 4.0
4 4 5.0
4 163 5.0
4 227 5.0
4 797 5.0
4 1586 5.0
4 260 4.0
5 5 4.0
5 205 5.0
5 1426 5.0
5 231 5.0
5 46 5.0
5 155 4.0
7 7 3.0
7 47 4.0
7 678 5.0
9 9 4.0
9 664 4.0
9 1082 3.0
9 1187 4.0
11 11 3.0
11 1074 3.0
11 887 5.0
11 248 5.0
11 1825 5.0
12 12 3.0
12 409 4.0
12 1350 4.0
12 1741 5.0
12 1035 5.0
12 1158 4.0
12 1037 4.0
12 222 4.0
12 1428 3.0
14 14 4.0
14 783 4.0
14 1340 3.0
15 15 5.0
15 598 3.0
15 2024 5.0
15 616 4.0
16 12 3.0
16 391 5.0
16 1106 4.0
16 68 1.0
16 1280 5.0
16 661 5.0
16 134 5.0
16 198 5.0
16 664 5.0
17 16 5.0
17 1625 4.0
17 563 1.0
18 17 5.0
18 225 5.0
18 417 3.0
18 982 3.0
18 1051 4.0
18 1222 5.0
18 1264 4.0
18 769 5.0
18 401 5.0
18 156 4.0
18 765 5.0
18 141 4.0
18 279 5.0
18 128 4.0
18 547 5.0
18 289 5.0
19 18 3.0
19 1364 2.0
19 536 4.0
19 242 4.0
19 174 4.0
20 19 4.0
20 648 4.0
21 20 2.0
21 1720 5.0
21 429 5.0
21 612 4.0
22 21 4.0
22 975 4.0
22 671 4.0
24 23 2.0
24 68 5.0
24 1188 3.0
24 15 1.0
25 24 4.0
25 1055 3.0
25 601 3.0
26 25 5.0
26 1506 5.0
26 1416 5.0
26 205 5.0
26 1892 4.0
26 997 5.0
26 318 5.0
27 26 5.0
27 423 4.0
27 1730 4.0
27 1459 4.0
27 1371 4.0
29 28 3.0
29 122 5.0
29 371 5.0
29 1229 2.0
29 637 4.0
29 147 3.0
29 1177 4.0
30 29 3.0
30 539 5.0
30 283 4.0
30 31 4.0
30 397 5.0
30 726 5.0
30 224 4.0
31 30 5.0
31 191 4.0
31 547 5.0
31 649 5.0
32 31 5.0
32 132 5.0
32 194 2.0
32 1441 5.0
33 32 1.0
33 85 4.0
33 478 5.0
33 134 4.0
34 33 4.0
34 102 4.0
34 658 5.0
34 951 4.0
35 34 5.0
35 186 4.0
35 181 3.0
35 156 5.0
35 273 4.0
36 35 5.0
36 69 5.0
36 177 3.0
36 250 5.0
39 15 4.0
39 44 5.0
39 1068 4.0
39 2115 4.0
40 38 3.0
40 330 5.0
40 158 5.0
40 1159 4.0
40 1261 2.0
40 1296 4.0
40 1627 5.0
40 1209 3.0
40 1236 3.0
40 969 4.0
40 760 4.0
40 109 5.0
40 443 4.0
40 1176 5.0
40 52 4.0
40 516 2.0
40 1033 3.0
40 1877 4.0
40 665 4.0
40 253 3.0
40 1488 5.0
40 155 5.0
40 1592 5.0
41 39 3.0
41 294 4.0
41 59 4.0
41 110 4.0
42 40 3.0
42 568 4.0
42 511 2.0
42 194 5.0
43 41 5.0
43 457 5.0
43 526 5.0
43 601 5.0
44 42 3.0
44 637 5.0
46 44 3.0
46 48 4.0
46 1326 5.0
46 1476 4.0
46 358 5.0
47 45 5.0
47 30 5.0
47 637 5.0
47 310 5.0
47 338 5.0
48 9 4.0
48 172 4.0
48 575 4.0
48 1054 4.0
48 610 5.0
48 147 3.0
48 404 4.0
49 46 5.0
49 570 1.0
49 581 5.0
49 1289 5.0
50 47 4.0
50 602 4.0
50 1075 4.0
50 161 5.0
52 49 5.0
52 431 5.0
52 337 5.0
52 760 5.0
52 556 5.0
52 992 4.0
52 1686 5.0
54 51 4.0
54 425 4.0
54 228 5.0
54 592 5.0
54 155 5.0
55 52 4.0
55 905 5.0
55 777 2.0
55 248 4.0
55 164 4.0
55 1407 5.0
55 1751 3.0
55 1032 5.0
56 53 4.0
56 2265 4.0
58 54 1.0
58 599 4.0
58 942 3.0
58 227 5.0
58 1966 4.0
60 56 4.0
60 1234 5.0
60 839 4.0
60 547 4.0
60 227 5.0
60 274 4.0
61 57 5.0
61 283 5.0
61 22 3.0
61 9 4.0
61 132 5.0
61 1507 3.0
61 356 3.0
61 208 5.0
61 301 4.0
63 59 4.0
63 923 3.0
63 701 4.0
63 16 3.0
64 60 4.0
64 165 4.0
64 19 4.0
64 68 4.0
65 61 5.0
65 315 2.0
66 62 4.0
66 197 5.0
66 262 3.0
66 1805 5.0
66 1879 5.0
67 63 5.0
67 55 5.0
67 1570 5.0
67 2047 4.0
67 473 3.0
68 64 5.0
68 0 4.0
68 346 4.0
68 804 5.0
68 269 3.0
69 65 4.0
69 485 5.0
69 727 4.0
69 282 5.0
69 1014 5.0
69 1412 4.0
69 1535 3.0
69 607 4.0
69 609 5.0
69 637 4.0
69 739 5.0
69 98 3.0
69 1175 5.0
69 2002 5.0
69 529 3.0
69 1688 4.0
69 270 5.0
69 250 5.0
69 1673 4.0
69 869 4.0
70 66 3.0
70 440 3.0
70 1351 5.0
70 289 4.0
71 67 5.0
71 99 5.0
71 1353 4.0
72 68 1.0
72 107 4.0
72 506 5.0
72 575 4.0
72 136 5.0
72 44 4.0
73 69 4.0
73 408 5.0
73 771 4.0
73 1288 5.0
73 723 4.0
73 145 4.0
73 1199 3.0
73 695 4.0
75 71 5.0
75 399 3.0
75 308 5.0
75 274 5.0
75 978 4.0
75 1273 5.0
75 160 4.0
77 73 4.0
77 79 5.0
77 653 5.0
77 746 2.0
77 858 3.0
77 664 4.0
77 634 4.0
77 532 4.0
77 39 2.0
77 159 1.0
77 672 4.0
77 1731 3.0
78 74 5.0
78 685 4.0
78 165 4.0
78 453 4.0
78 282 2.0
78 814 4.0
78 93 3.0
78 576 5.0
78 1313 3.0
78 138 5.0
78 1246 3.0
78 310 2.0
78 423 2.0
78 578 5.0
78 1054 4.0
78 15 4.0
78 246 5.0
80 19 4.0
80 426 5.0
80 443 3.0
80 993 4.0
80 1628 4.0
80 899 2.0
80 444 5.0
80 192 3.0
81 76 4.0
81 53 5.0
81 1075 4.0
81 239 3.0
82 77 4.0
82 1013 4.0
82 939 4.0
82 1184 4.0
83 78 3.0
83 117 3.0
83 323 4.0
83 709 5.0
83 4 4.0
83 421 4.0
83 74 4.0
83 1036 4.0
84 79 5.0
84 117 5.0
84 39 5.0
85 80 4.0
85 1493 4.0
85 531 4.0
85 188 4.0
86 81 5.0
86 143 4.0
86 356 4.0
86 1040 5.0
86 194 5.0
86 301 5.0
86 147 4.0
87 82 5.0
87 137 5.0
87 2140 5.0
87 1588 4.0
88 83 1.0
88 395 5.0
88 1171 5.0
88 1348 3.0
90 84 4.0
90 557 3.0
90 227 4.0
90 1074 4.0
92 87 1.0
92 620 3.0
92 81 3.0
92 9 4.0
92 823 4.0
94 89 2.0
94 48 4.0
94 337 3.0
94 9 5.0
94 112 3.0
94 76 5.0
95 90 4.0
95 18 3.0
95 4 4.0
95 609 5.0
95 274 5.0
95 590 2.0
95 690 4.0
96 91 5.0
96 155 5.0
96 863 5.0
96 165 4.0
97 92 5.0
97 282 5.0
97 620 4.0
97 1275 5.0
97 3 4.0
98 93 4.0
98 1086 3.0
98 616 5.0
98 215 4.0
99 94 4.0
99 637 2.0
99 550 5.0
99 1897 4.0
99 2148 5.0
99 656 5.0
100 95 3.0
100 194 5.0
100 473 3.0
100 1630 5.0
102 97 4.0
102 849 5.0
102 1561 2.0
102 760 5.0
45 98 5.0
45 383 5.0
45 1014 1.0
45 1151 5.0
45 1163 5.0
45 505 5.0
45 1535 3.0
104 101 5.0
104 208 3.0
104 823 5.0
105 103 4.0
105 118 4.0
105 371 4.0
105 572 3.0
105 1249 5.0
106 104 5.0
106 299 4.0
106 659 3.0
106 98 5.0
107 105 5.0
107 120 5.0
108 106 3.0
108 518 4.0
108 1153 4.0
108 1651 3.0
108 905 4.0
109 107 4.0
109 285 4.0
109 2248 5.0
110 108 4.0
110 671 3.0
110 1332 5.0
110 1822 5.0
111 109 3.0
111 438 5.0
111 192 5.0
111 175 3.0
112 110 3.0
112 13 4.0
112 414 4.0
112 1275 4.0
112 1137 5.0
112 342 4.0
113 111 3.0
113 177 4.0
113 729 5.0
113 892 5.0
113 440 2.0
113 701 4.0
113 30 4.0
113 1014 5.0
113 1367 4.0
114 112 5.0
114 156 4.0
114 561 4.0
114 1997 3.0
115 113 5.0
115 259 4.0
115 397 5.0
115 592 5.0
115 1600 3.0
115 1288 2.0
115 1514 4.0
116 60 4.0
116 822 3.0
116 1288 4.0
116 1163 4.0
116 774 5.0
116 946 5.0
116 1539 4.0
117 60 4.0
117 61 4.0
117 1103 3.0
118 114 4.0
118 356 5.0
118 1226 4.0
118 19 4.0
118 699 3.0
118 1279 4.0
118 832 3.0
118 1717 4.0
120 116 4.0
120 227 4.0
120 1426 5.0
120 99 4.0
121 15 4.0
121 307 4.0
121 905 5.0
121 323 4.0
122 117 4.0
122 1043 1.0
122 1538 2.0
123 61 3.0
123 367 3.0
123 808 4.0
123 815 4.0
123 965 5.0
123 17 4.0
123 526 5.0
123 304 5.0
123 663 4.0
123 282 5.0
123 227 4.0
124 118 3.0
124 158 5.0
124 1507 2.0
124 993 5.0
125 119 4.0
125 591 5.0
125 1197 5.0
125 615 5.0
125 1289 3.0
126 3 4.0
126 224 4.0
126 55 5.0
127 120 5.0
127 338 3.0
127 1462 4.0
127 310 4.0
127 1718 5.0
127 511 5.0
127 502 4.0
127 303 4.0
127 593 5.0
131 125 3.0
131 317 4.0
131 953 4.0
131 282 4.0
131 3 4.0
131 985 3.0
131 74 4.0
131 248 5.0
134 127 3.0
134 473 4.0
134 120 4.0
134 410 4.0
134 1060 5.0
135 77 4.0
135 838 5.0
135 616 4.0
135 1819 4.0
135 580 4.0
137 129 4.0
137 594 4.0
137 1866 3.0
137 893 4.0
137 510 3.0
137 349 5.0
138 100 4.0
138 58 4.0
138 172 3.0
138 457 5.0
140 131 4.0
140 565 5.0
140 1026 4.0
140 1301 4.0
140 274 4.0
140 45 5.0
140 757 3.0
140 1915 5.0
141 132 5.0
141 107 2.0
141 453 5.0
141 425 1.0
141 9 5.0
141 294 3.0
141 145 5.0
141 180 5.0
143 134 4.0
143 491 5.0
143 78 5.0
143 1260 4.0
143 797 3.0
143 833 5.0
143 319 4.0
143 440 5.0
143 648 2.0
143 349 4.0
143 6 5.0
143 158 4.0
145 136 4.0
145 169 5.0
145 458 5.0
145 164 5.0
145 1497 4.0
145 154 5.0
146 137 5.0
146 414 5.0
146 624 5.0
146 718 5.0
146 337 4.0
146 977 4.0
146 292 4.0
146 1431 4.0
146 363 5.0
146 171 4.0
146 896 4.0
146 1522 4.0
146 1125 5.0
147 138 4.0
147 124 3.0
147 379 3.0
147 736 4.0
147 71 5.0
148 139 4.0
148 285 5.0
148 1592 4.0
148 659 3.0
148 55 4.0
148 1577 4.0
148 790 5.0
149 74 3.0
149 308 4.0
149 143 5.0
149 83 5.0
149 423 5.0
149 842 3.0
149 61 3.0
149 533 4.0
150 140 5.0
150 740 5.0
150 1193 2.0
150 930 5.0
150 510 3.0
150 59 4.0
150 983 4.0
150 462 4.0
150 926 4.0
151 141 5.0
151 729 5.0
151 808 3.0
151 425 4.0
152 142 5.0
152 295 5.0
152 6 4.0
152 46 4.0
152 1256 4.0
152 223 5.0
152 736 3.0
152 1170 3.0
152 535 4.0
153 143 4.0
153 397 4.0
153 1299 3.0
153 308 4.0
153 788 5.0
153 564 4.0
153 642 4.0
154 9 5.0
154 722 5.0
154 1178 5.0
154 798 5.0
154 309 4.0
154 462 4.0
154 889 3.0
154 94 5.0
154 47 5.0
154 412 3.0
155 77 5.0
155 498 5.0
155 575 4.0
157 145 4.0
157 2 3.0
157 656 4.0
157 956 5.0
157 174 3.0
158 146 4.0
158 616 3.0
158 847 5.0
158 1077 5.0
159 147 5.0
159 292 4.0
159 362 5.0
159 468 5.0
159 222 4.0
159 88 5.0
159 1554 5.0
159 883 5.0
162 150 4.0
162 521 3.0
162 164 4.0
164 152 4.0
164 223 5.0
164 1159 2.0
165 153 2.0
165 208 3.0
165 15 4.0
165 86 4.0
165 174 5.0
166 154 4.0
166 460 3.0
166 539 5.0
166 1407 5.0
167 155 4.0
167 293 4.0
167 68 4.0
167 1103 5.0
167 97 4.0
167 1086 5.0
167 352 4.0
167 413 5.0
167 626 4.0
167 174 5.0
168 156 3.0
168 512 3.0
168 816 5.0
168 458 5.0
168 638 2.0
169 98 5.0
169 134 5.0
169 282 2.0
169 832 5.0
169 607 3.0
169 365 4.0
170 157 3.0
170 562 4.0
170 938 5.0
170 939 5.0
170 27 4.0
170 154 5.0
170 836 4.0
171 158 5.0
171 711 5.0
171 479 5.0
171 1175 4.0
171 827 4.0
171 343 3.0
171 598 1.0
171 1881 4.0
171 136 5.0
171 826 5.0
171 1020 4.0
172 159 5.0
172 1211 4.0
172 76 5.0
172 189 3.0
173 160 5.0
173 744 5.0
173 988 4.0
173 1597 4.0
174 161 4.0
174 283 4.0
174 516 5.0
174 158 4.0
174 269 5.0
174 1073 5.0
174 46 4.0
175 124 4.0
175 227 5.0
175 118 5.0
175 1546 5.0
175 1369 4.0
177 164 2.0
177 372 5.0
177 536 4.0
178 165 3.0
178 2042 3.0
178 227 5.0
178 73 4.0
178 226 3.0
179 55 4.0
179 1056 5.0
179 1499 5.0
179 18 5.0
180 166 4.0
180 706 4.0
180 183 4.0
180 27 1.0
181 167 2.0
181 549 5.0
181 612 3.0
181 1659 3.0
181 871 3.0
181 187 5.0
181 41 4.0
183 50 5.0
183 89 5.0
183 1564 5.0
183 999 5.0
184 170 5.0
184 1158 4.0
184 177 5.0
184 1731 4.0
186 95 2.0
186 446 4.0
186 756 5.0
187 173 3.0
187 545 4.0
187 129 5.0
187 464 5.0
189 175 3.0
189 154 3.0
189 194 5.0
189 1047 5.0
189 304 3.0
190 176 4.0
190 536 3.0
190 610 5.0
190 474 4.0
190 98 3.0
192 115 3.0
192 261 3.0
192 120 4.0
192 215 4.0
194 178 4.0
194 851 5.0
194 1953 4.0
194 1361 5.0
194 189 3.0
195 179 4.0
195 246 2.0
195 1514 2.0
195 6 4.0
196 180 2.0
196 262 4.0
196 1695 1.0
196 349 4.0
197 181 3.0
197 1280 4.0
197 1690 5.0
197 1135 4.0
197 765 3.0
198 182 5.0
198 44 5.0
198 184 2.0
199 183 5.0
199 1503 5.0
199 1109 3.0
199 938 4.0
201 185 5.0
201 938 4.0
201 27 4.0
201 128 5.0
202 186 4.0
202 1313 5.0
202 276 2.0
202 1130 5.0
203 187 5.0
203 539 4.0
203 972 1.0
203 1132 3.0
203 9 5.0
205 188 4.0
205 398 4.0
205 264 1.0
205 1468 3.0
205 76 5.0
205 425 3.0
205 1130 4.0
205 573 3.0
205 1269 4.0
205 91 4.0
205 129 4.0
205 1500 4.0
205 274 5.0
205 1691 4.0
205 474 5.0
207 190 5.0
207 339 5.0
207 1496 5.0
207 173 3.0
208 191 3.0
208 1645 4.0
208 549 5.0
93 192 5.0
93 727 4.0
93 227 5.0
93 626 5.0
93 771 4.0
93 57 5.0
93 367 5.0
93 1746 3.0
211 195 4.0
211 1202 5.0
211 427 4.0
211 231 4.0
211 1620 4.0
211 147 4.0
211 1208 4.0
211 46 5.0
211 1525 5.0
211 363 4.0
212 196 3.0
212 372 2.0
212 427 4.0
212 364 5.0
212 730 5.0
212 1098 4.0
213 197 4.0
213 397 5.0
213 319 5.0
213 118 5.0
214 198 5.0
214 39 1.0
214 614 5.0
214 538 4.0
214 561 4.0
214 930 3.0
214 9 4.0
215 199 5.0
215 1914 5.0
215 892 5.0
216 200 5.0
216 657 3.0
216 453 4.0
216 655 4.0
216 934 3.0
217 201 3.0
217 756 3.0
