UserID,ItemID,Rating,TripType
5000,2109,5.0,SOLO
5000,1231,4.0,SOLO
5000,83,3.5,SOLO
5000,1695,5.0,SOLO
5000,1439,4.5,SOLO
5000,1574,5.0,SOLO
5000,1900,3.67,SOLO
5000,441,3.33,SOLO
5000,453,3.65,SOLO
5000,796,3.5,SOLO
5000,920,4.27,SOLO
5000,1363,4.5,SOLO
5000,986,3.67,SOLO
5000,880,3.38,SOLO
5000,1527,4.5,SOLO
5000,1109,4.0,SOLO
5000,967,4.57,SOLO
5000,80,4.83,SOLO
5000,1218,5.0,SOLO
5000,2035,4.0,SOLO
5000,1233,4.67,SOLO
5000,298,5.0,SOLO
5000,733,5.0,SOLO
5000,422,5.0,SOLO
5000,880,5.0,SOLO
5001,159,4.14,SOLO
5001,528,5.0,SOLO
5001,1806,4.5,SOLO
5001,336,4.0,SOLO
5001,876,3.0,SOLO
5001,1901,3.0,SOLO
5001,1100,4.4,SOLO
5001,1789,3.0,SOLO
5001,1287,3.8,SOLO
5001,1890,3.0,SOLO
5001,1375,3.75,SOLO
5001,1197,4.0,SOLO
5001,2090,4.5,SOLO
5001,1326,5.0,SOLO
5001,431,4.45,SOLO
5001,1645,4.5,SOLO
5001,1585,3.2,SOLO
5001,1073,4.0,SOLO
5001,1912,5.0,SOLO
5001,1286,4.5,SOLO
5001,1298,4.4,SOLO
5001,687,3.88,SOLO
5001,298,5.0,SOLO
5001,880,5.0,SOLO
5001,224,5.0,SOLO
5001,422,5.0,SOLO
5001,298,5.0,SOLO
5002,1695,5.0,SOLO
5002,163,4.0,SOLO
5002,1403,4.0,SOLO
5002,512,5.0,SOLO
5002,1059,4.33,SOLO
5002,2036,2.0,SOLO
5002,2151,2.0,SOLO
5002,1174,4.44,SOLO
5002,1272,4.5,SOLO
5002,106,4.19,SOLO
5002,777,4.5,SOLO
5002,119,4.1,SOLO
5002,841,4.2,SOLO
5002,894,3.5,SOLO
5002,262,4.0,SOLO
5002,1,4.0,SOLO
5002,1472,5.0,SOLO
5002,56,4.1,SOLO
5002,457,4.22,SOLO
5002,145,4.08,SOLO
5002,1735,3.67,SOLO
5002,476,4.06,SOLO
5002,795,3.5,SOLO
5002,298,5.0,SOLO
5002,733,5.0,SOLO
5002,224,5.0,SOLO
5002,422,5.0,SOLO
5002,422,5.0,SOLO
5003,1823,3.0,SOLO
5003,1888,4.5,SOLO
5003,1438,3.0,SOLO
5003,1031,5.0,SOLO
5003,1022,4.0,SOLO
5003,804,4.11,SOLO
5003,436,3.33,SOLO
5003,1365,4.0,SOLO
5003,1131,4.0,SOLO
5003,907,4.36,SOLO
5003,1298,4.4,SOLO
5003,1333,5.0,SOLO
5003,1426,4.75,SOLO
5003,2226,5.0,SOLO
5003,1198,3.6,SOLO
5003,952,4.5,SOLO
5003,1379,5.0,SOLO
5003,1625,5.0,SOLO
5003,839,4.2,SOLO
5003,1108,4.5,SOLO
5003,880,3.38,SOLO
5003,835,4.6,SOLO
5003,671,4.33,SOLO
5003,733,5.0,SOLO
5003,422,5.0,SOLO
5003,298,5.0,SOLO
5004,460,4.14,SOLO
5004,2245,5.0,SOLO
5004,1997,4.0,SOLO
5004,799,4.0,SOLO
5004,779,3.0,SOLO
5004,212,4.23,SOLO
5004,1848,3.67,SOLO
5004,1604,2.0,SOLO
5004,1857,5.0,SOLO
5004,902,4.0,SOLO
5004,1464,4.0,SOLO
5004,543,4.38,SOLO
5004,1538,3.0,SOLO
5004,2132,4.0,SOLO
5004,712,5.0,SOLO
5004,411,4.31,SOLO
5004,1315,5.0,SOLO
5004,33,3.88,SOLO
5004,440,4.0,SOLO
5004,1261,2.0,SOLO
5004,1126,4.5,SOLO
5004,240,4.0,SOLO
5004,880,5.0,SOLO
5004,733,5.0,SOLO
5004,880,5.0,SOLO
5004,422,5.0,SOLO
5005,796,3.5,SOLO
5005,164,4.19,SOLO
5005,886,4.5,SOLO
5005,4,4.22,SOLO
5005,1390,4.0,SOLO
5005,646,4.0,SOLO
5005,135,5.0,SOLO
5005,1366,3.0,SOLO
5005,1195,4.0,SOLO
5005,1421,5.0,SOLO
5005,890,3.43,SOLO
5005,803,3.8,SOLO
5005,941,4.17,SOLO
