UserID,ItemID,Rating,TripType
5000,885,5.0,FRIENDS
5000,11,5.0,FRIENDS
5000,835,5.0,FRIENDS
5000,1678,5.0,FRIENDS
5000,254,5.0,FRIENDS
5000,1211,5.0,FRIENDS
5000,946,5.0,FRIENDS
5000,1648,5.0,FRIENDS
5000,1863,5.0,FRIENDS
5000,72,5.0,FRIENDS
5000,1815,5.0,FRIENDS
5000,1048,5.0,FRIENDS
5000,155,5.0,FRIENDS
5000,993,5.0,FRIENDS
5000,359,5.0,FRIENDS
5000,918,5.0,FRIENDS
5000,1883,5.0,FRIENDS
5000,2083,5.0,FRIENDS
5000,909,5.0,FRIENDS
5000,2226,5.0,FRIENDS
5000,1728,5.0,FRIENDS
5000,733,1.0,FRIENDS
5000,680,1.0,FRIENDS
5000,46,1.0,FRIENDS
5000,733,1.0,FRIENDS
5000,422,1.0,FRIENDS
5001,2050,5.0,FRIENDS
5001,555,5.0,FRIENDS
5001,321,5.0,FRIENDS
5001,1227,5.0,FRIENDS
5001,474,5.0,FRIENDS
5001,2175,5.0,FRIENDS
5001,1177,5.0,FRIENDS
5001,1685,5.0,FRIENDS
5001,1297,5.0,FRIENDS
5001,1852,5.0,FRIENDS
5001,568,5.0,FRIENDS
5001,1596,5.0,FRIENDS
5001,721,5.0,FRIENDS
5001,1735,5.0,FRIENDS
5001,2038,5.0,FRIENDS
5001,142,5.0,FRIENDS
5001,1641,5.0,FRIENDS
5001,989,5.0,FRIENDS
5001,790,5.0,FRIENDS
5001,983,5.0,FRIENDS
5001,172,5.0,FRIENDS
5001,1237,5.0,FRIENDS
5001,261,5.0,FRIENDS
5001,880,1.0,FRIENDS
5001,680,1.0,FRIENDS
5001,422,1.0,FRIENDS
5002,1394,5.0,FRIENDS
5002,695,5.0,FRIENDS
5002,1603,5.0,FRIENDS
5002,2006,5.0,FRIENDS
5002,171,5.0,FRIENDS
5002,1327,5.0,FRIENDS
5002,1151,5.0,FRIENDS
5002,272,5.0,FRIENDS
5002,1695,5.0,FRIENDS
5002,1427,5.0,FRIENDS
5002,911,5.0,FRIENDS
5002,1813,5.0,FRIENDS
5002,1017,5.0,FRIENDS
5002,1347,5.0,FRIENDS
5002,894,5.0,FRIENDS
5002,1843,5.0,FRIENDS
5002,1203,5.0,FRIENDS
5002,1601,5.0,FRIENDS
5002,579,5.0,FRIENDS
5002,1405,5.0,FRIENDS
5002,1689,5.0,FRIENDS
5002,1032,5.0,FRIENDS
5002,422,1.0,FRIENDS
5002,422,1.0,FRIENDS
5002,733,1.0,FRIENDS
5002,880,1.0,FRIENDS
5003,904,5.0,FRIENDS
5003,1618,5.0,FRIENDS
5003,743,5.0,FRIENDS
5003,1573,5.0,FRIENDS
5003,1182,5.0,FRIENDS
5003,1038,5.0,FRIENDS
5003,1381,5.0,FRIENDS
5003,2193,5.0,FRIENDS
5003,1698,5.0,FRIENDS
5003,1733,5.0,FRIENDS
5003,894,5.0,FRIENDS
5003,1495,5.0,FRIENDS
5003,1353,5.0,FRIENDS
5003,1801,5.0,FRIENDS
5003,157,5.0,FRIENDS
5003,1382,5.0,FRIENDS
5003,1564,5.0,FRIENDS
5003,1213,5.0,FRIENDS
5003,1525,5.0,FRIENDS
5003,1734,5.0,FRIENDS
5003,569,5.0,FRIENDS
5003,737,5.0,FRIENDS
5003,1385,5.0,FRIENDS
5003,1850,5.0,FRIENDS
5003,287,5.0,FRIENDS
5003,1665,5.0,FRIENDS
5003,422,1.0,FRIENDS
5003,422,1.0,FRIENDS
