UserID,ItemID,Rating,TripType
5000,1155,4.2,SOLO
5000,916,4.25,SOLO
5000,759,4.0,SOLO
5000,2051,4.0,SOLO
5000,1953,4.0,SOLO
5000,1844,1.0,SOLO
5000,184,4.5,SOLO
5000,2244,5.0,SOLO
5000,476,4.06,SOLO
5000,1564,4.0,SOLO
5000,1009,3.75,SOLO
5000,1688,5.0,SOLO
5000,181,4.33,SOLO
5000,1132,3.5,SOLO
5000,273,4.22,SOLO
5000,1020,4.14,SOLO
5000,1899,5.0,SOLO
5000,92,3.95,SOLO
5000,2093,4.0,SOLO
5000,636,4.33,SOLO
5000,902,4.0,SOLO
5000,616,4.28,SOLO
5000,998,5.0,SOLO
5000,890,5.0,SOLO
5000,855,5.0,SOLO
5000,298,5.0,SOLO
5000,733,5.0,SOLO
5000,422,5.0,SOLO
5000,855,5.0,SOLO
5000,46,5.0,SOLO
5001,1802,3.67,SOLO
5001,1849,4.2,SOLO
5001,2214,2.0,SOLO
5001,299,4.86,SOLO
5001,343,4.67,SOLO
5001,220,4.19,SOLO
5001,1737,4.5,SOLO
5001,729,5.0,SOLO
5001,1396,4.0,SOLO
5001,2186,5.0,SOLO
5001,2088,3.0,SOLO
5001,1658,5.0,SOLO
5001,2030,1.0,SOLO
5001,1321,4.0,SOLO
5001,1852,4.0,SOLO
5001,1376,4.33,SOLO
5001,479,4.29,SOLO
5001,143,4.24,SOLO
5001,940,4.2,SOLO
5001,1147,4.5,SOLO
5001,2258,4.0,SOLO
5001,855,5.0,SOLO
5001,880,5.0,SOLO
5001,298,5.0,SOLO
5001,46,5.0,SOLO
5001,998,5.0,SOLO
5001,224,5.0,SOLO
5001,422,5.0,SOLO
5001,890,5.0,SOLO
5002,1586,5.0,SOLO
5002,1213,4.5,SOLO
5002,1528,4.33,SOLO
5002,118,4.44,SOLO
5002,1673,4.33,SOLO
5002,1570,4.33,SOLO
5002,1179,5.0,SOLO
5002,1152,4.25,SOLO
5002,127,4.08,SOLO
5002,2145,4.0,SOLO
5002,1007,4.0,SOLO
5002,1229,2.0,SOLO
5002,1426,4.75,SOLO
5002,701,4.0,SOLO
5002,93,4.33,SOLO
5002,482,4.5,SOLO
5002,817,3.75,SOLO
5002,684,3.71,SOLO
5002,2192,5.0,SOLO
5002,1120,3.94,SOLO
5002,880,5.0,SOLO
5002,224,5.0,SOLO
5002,880,5.0,SOLO
5002,890,5.0,SOLO
5002,998,5.0,SOLO
5002,855,5.0,SOLO
5002,298,5.0,SOLO
5003,1959,3.0,SOLO
5003,1552,4.25,SOLO
5003,1301,1.67,SOLO
5003,916,4.25,SOLO
5003,558,3.33,SOLO
5003,398,3.33,SOLO
5003,1556,3.0,SOLO
5003,2127,4.5,SOLO
5003,1788,5.0,SOLO
5003,1069,5.0,SOLO
5003,1149,2.33,SOLO
5003,64,4.38,SOLO
5003,1005,4.5,SOLO
5003,1518,5.0,SOLO
5003,1033,5.0,SOLO
5003,498,3.71,SOLO
5003,881,3.71,SOLO
5003,2155,5.0,SOLO
5003,1877,4.0,SOLO
5003,2051,4.0,SOLO
5003,434,4.43,SOLO
5003,841,4.2,SOLO
5003,963,3.0,SOLO
5003,733,5.0,SOLO
5003,880,5.0,SOLO
5003,531,5.0,SOLO
5003,224,5.0,SOLO
5003,998,5.0,SOLO
5003,298,5.0,SOLO
5003,531,5.0,SOLO
5003,998,5.0,SOLO
5003,890,5.0,SOLO
5004,1548,5.0,SOLO
5004,456,4.0,SOLO
5004,1510,4.0,SOLO
5004,536,4.0,SOLO
5004,407,4.0,SOLO
5004,2146,5.0,SOLO
5004,1643,4.0,SOLO
5004,2172,3.0,SOLO
5004,414,4.56,SOLO
5004,1273,4.33,SOLO
5004,1370,4.0,SOLO
5004,1560,5.0,SOLO
5004,1182,3.83,SOLO
5004,31,3.8,SOLO
5004,1634,3.5,SOLO
5004,622,4.4,SOLO
5004,662,4.25,SOLO
5004,1116,4.22,SOLO
5004,1145,4.1,SOLO
5004,440,4.0,SOLO
5004,1607,4.67,SOLO
5004,1241,4.0,SOLO
5004,216,4.0,SOLO
5004,422,5.0,SOLO
5004,890,5.0,SOLO
5004,46,5.0,SOLO
5004,733,5.0,SOLO
5004,531,5.0,SOLO
5004,733,5.0,SOLO
5004,298,5.0,SOLO
5004,46,5.0,SOLO
5005,1080,4.5,SOLO
5005,631,4.0,SOLO
5005,232,4.38,SOLO
5005,528,5.0,SOLO
5005,1456,4.0,SOLO
5005,727,3.93,SOLO
5005,856,4.0,SOLO
5005,1984,4.0,SOLO
5005,1813,5.0,SOLO
5005,407,4.0,SOLO
5005,610,5.0,SOLO
5005,1875,3.25,SOLO
5005,453,3.65,SOLO
5005,1543,3.75,SOLO
5005,1033,5.0,SOLO
5005,2158,5.0,SOLO
5005,1151,4.0,SOLO
5005,131,2.0,SOLO
5005,2042,3.33,SOLO
5005,1318,4.0,SOLO
5005,1100,4.4,SOLO
5005,689,2.5,SOLO
5005,307,4.67,SOLO
5005,1159,4.17,SOLO
5005,1982,4.67,SOLO
5005,46,5.0,SOLO
5005,298,5.0,SOLO
5005,422,5.0,SOLO
5005,733,5.0,SOLO
5005,422,5.0,SOLO
5005,298,5.0,SOLO
5005,998,5.0,SOLO
5005,890,5.0,SOLO
5006,859,2.0,SOLO
5006,225,4.5,SOLO
5006,1053,4.0,SOLO
5006,226,3.67,SOLO
5006,2173,3.0,SOLO
5006,1201,3.89,SOLO
5006,2132,4.0,SOLO
5006,180,4.4,SOLO
5006,2222,4.0,SOLO
5006,783,4.5,SOLO
5006,290,4.24,SOLO
5006,889,3.78,SOLO
5006,448,4.2,SOLO
5006,1552,4.25,SOLO
5006,1749,5.0,SOLO
5006,1989,5.0,SOLO
5006,39,5.0,SOLO
