UserID,ItemID,Rating,TripType
5000,1128,5.0,FAMILY
5000,2039,5.0,FAMILY
5000,1500,5.0,FAMILY
5000,1545,5.0,FAMILY
5000,1538,5.0,FAMILY
5000,394,5.0,FAMILY
5000,506,5.0,FAMILY
5000,1802,5.0,FAMILY
5000,157,5.0,FAMILY
5000,247,5.0,FAMILY
5000,1305,5.0,FAMILY
5000,1459,5.0,FAMILY
5000,162,5.0,FAMILY
5000,2234,5.0,FAMILY
5000,374,5.0,FAMILY
5000,753,5.0,FAMILY
5000,2177,5.0,FAMILY
5000,1994,5.0,FAMILY
5000,1705,5.0,FAMILY
5000,2231,5.0,FAMILY
5000,1875,5.0,FAMILY
5000,298,1.0,FAMILY
5001,1589,5.0,FAMILY
5001,1771,5.0,FAMILY
5001,1594,5.0,FAMILY
5001,2134,5.0,FAMILY
5001,1659,5.0,FAMILY
5001,332,5.0,FAMILY
5001,612,5.0,FAMILY
5001,732,5.0,FAMILY
5001,119,5.0,FAMILY
5001,723,5.0,FAMILY
5001,573,5.0,FAMILY
5001,1673,5.0,FAMILY
5001,161,5.0,FAMILY
5001,1603,5.0,FAMILY
5001,446,5.0,FAMILY
5001,1945,5.0,FAMILY
5001,13,5.0,FAMILY
5001,600,5.0,FAMILY
5001,1637,5.0,FAMILY
5001,1908,5.0,FAMILY
5001,1509,5.0,FAMILY
5001,764,5.0,FAMILY
5001,298,1.0,FAMILY
5002,195,5.0,FAMILY
5002,1295,5.0,FAMILY
5002,1994,5.0,FAMILY
5002,1320,5.0,FAMILY
5002,1014,5.0,FAMILY
5002,355,5.0,FAMILY
5002,1478,5.0,FAMILY
5002,797,5.0,FAMILY
5002,2166,5.0,FAMILY
5002,548,5.0,FAMILY
5002,1843,5.0,FAMILY
5002,1559,5.0,FAMILY
5002,1068,5.0,FAMILY
5002,131,5.0,FAMILY
5002,2206,5.0,FAMILY
5002,1452,5.0,FAMILY
5002,497,5.0,FAMILY
5002,1810,5.0,FAMILY
5002,530,5.0,FAMILY
5002,1282,5.0,FAMILY
5002,298,1.0,FAMILY
5003,796,5.0,FAMILY
5003,453,5.0,FAMILY
5003,1117,5.0,FAMILY
5003,2124,5.0,FAMILY
5003,118,5.0,FAMILY
5003,2218,5.0,FAMILY
5003,1474,5.0,FAMILY
5003,507,5.0,FAMILY
5003,1340,5.0,FAMILY
5003,581,5.0,FAMILY
5003,1152,5.0,FAMILY
5003,1611,5.0,FAMILY
5003,1188,5.0,FAMILY
5003,391,5.0,FAMILY
5003,154,5.0,FAMILY
5003,1610,5.0,FAMILY
5003,1650,5.0,FAMILY
5003,1835,5.0,FAMILY
5003,286,5.0,FAMILY
5003,83,5.0,FAMILY
5003,739,5.0,FAMILY
5003,1472,5.0,FAMILY
