5000.0,1348.0,3.25
5000.0,594.0,4.45
5000.0,1036.0,4.0
5000.0,1223.0,5.0
5000.0,1625.0,5.0
5000.0,1512.0,3.5
5000.0,1005.0,4.5
5000.0,1216.0,3.6
5000.0,424.0,5.0
5000.0,487.0,5.0
5000.0,611.0,3.67
5000.0,306.0,4.2
5000.0,1362.0,4.0
5000.0,150.0,4.0
5000.0,2214.0,2.0
5000.0,1897.0,2.0
5000.0,89.0,4.75
5000.0,2259.0,5.0
5000.0,577.0,3.8
5000.0,1133.0,4.22
5000.0,1010.0,4.0
5000.0,880.0,5.0
5000.0,755.0,5.0
5000.0,755.0,5.0
5000.0,46.0,5.0
5001.0,1051.0,3.67
5001.0,1957.0,5.0
5001.0,253.0,4.59
5001.0,696.0,3.4
5001.0,392.0,4.07
5001.0,2130.0,5.0
5001.0,2141.0,4.0
5001.0,531.0,3.44
5001.0,4.0,4.22
5001.0,1131.0,4.0
5001.0,1590.0,5.0
5001.0,628.0,4.18
5001.0,911.0,4.0
5001.0,1005.0,4.5
5001.0,469.0,3.7
5001.0,1513.0,4.33
5001.0,1483.0,4.0
5001.0,1437.0,4.25
5001.0,280.0,4.0
5001.0,950.0,3.67
5001.0,1519.0,4.0
5001.0,614.0,4.0
5001.0,755.0,5.0
5001.0,880.0,5.0
5001.0,680.0,5.0
5001.0,298.0,5.0
5002.0,1524.0,5.0
5002.0,1315.0,5.0
5002.0,1950.0,5.0
5002.0,780.0,4.4
5002.0,1861.0,4.0
5002.0,172.0,4.0
5002.0,1268.0,5.0
5002.0,475.0,3.67
5002.0,1522.0,3.5
5002.0,618.0,4.0
5002.0,790.0,4.27
5002.0,1556.0,3.0
5002.0,1797.0,4.0
5002.0,536.0,4.0
5002.0,1345.0,4.5
5002.0,944.0,4.0
5002.0,1740.0,5.0
5002.0,351.0,3.83
5002.0,1716.0,3.0
5002.0,270.0,3.82
5002.0,298.0,5.0
5002.0,755.0,5.0
5002.0,46.0,5.0
5003.0,187.0,4.17
5003.0,1242.0,4.0
5003.0,475.0,3.67
5003.0,913.0,4.2
5003.0,321.0,3.67
5003.0,1913.0,5.0
5003.0,357.0,4.52
5003.0,2126.0,5.0
5003.0,1045.0,5.0
5003.0,283.0,4.29
5003.0,334.0,3.75
5003.0,537.0,4.75
5003.0,2066.0,3.0
5003.0,1567.0,3.0
5003.0,387.0,5.0
5003.0,302.0,3.67
5003.0,1906.0,5.0
5003.0,1934.0,4.0
5003.0,1057.0,4.25
5003.0,666.0,4.5
5003.0,275.0,4.08
5003.0,680.0,5.0
5003.0,46.0,5.0
5003.0,880.0,5.0
5004.0,1703.0,3.0
5004.0,1305.0,4.75
5004.0,1527.0,4.5
5004.0,1452.0,4.0
5004.0,1803.0,4.0
5004.0,666.0,4.5
5004.0,631.0,4.0
5004.0,1081.0,4.0
5004.0,1835.0,5.0
5004.0,1523.0,2.0
5004.0,2095.0,3.67
5004.0,1536.0,4.0
5004.0,1035.0,4.0
5004.0,1706.0,4.5
5004.0,1868.0,4.0
5004.0,1476.0,2.5
5004.0,478.0,4.13
5004.0,1640.0,3.0
5004.0,639.0,4.0
5004.0,1672.0,4.0
5004.0,300.0,4.4
5004.0,46.0,5.0
5004.0,880.0,5.0
5004.0,298.0,5.0
5005.0,996.0,4.0
5005.0,1065.0,4.83
5005.0,589.0,4.08
5005.0,834.0,4.0
5005.0,1365.0,4.0
5005.0,2135.0,5.0
5005.0,409.0,4.46
5005.0,1663.0,3.67
5005.0,588.0,3.91
5005.0,1723.0,3.75
5005.0,2156.0,2.0
5005.0,1240.0,5.0
5005.0,2124.0,4.5
5005.0,1498.0,4.6
5005.0,441.0,3.33
5005.0,1070.0,3.0
5005.0,1652.0,4.0
5005.0,1861.0,4.0
5005.0,1966.0,2.0
5005.0,320.0,4.3
5005.0,91.0,4.4
5005.0,755.0,5.0
5005.0,46.0,5.0
5005.0,680.0,5.0
5005.0,755.0,5.0
5005.0,298.0,5.0
5006.0,1866.0,4.0
5006.0,234.0,4.2
5006.0,282.0,3.79
5006.0,2238.0,5.0
5006.0,327.0,4.07
5006.0,326.0,4.44
5006.0,133.0,4.8
5006.0,236.0,4.21
5006.0,1459.0,4.0
5006.0,1972.0,4.0
5006.0,1288.0,4.0
5006.0,695.0,4.0
5006.0,2249.0,4.0
5006.0,2026.0,5.0
5006.0,1446.0,4.0
5006.0,1190.0,4.25
5006.0,1432.0,5.0
5006.0,1093.0,4.25
5006.0,1955.0,4.0
5006.0,136.0,4.33
5006.0,227.0,4.28
5006.0,755.0,5.0
5006.0,298.0,5.0
5006.0,298.0,5.0
5006.0,755.0,5.0
5007.0,1433.0,4.0
5007.0,1504.0,4.33
5007.0,70.0,4.0
5007.0,997.0,3.0
5007.0,596.0,4.15
5007.0,1109.0,4.0
5007.0,75.0,3.0
5007.0,2085.0,3.0
5007.0,393.0,4.0
5007.0,2170.0,4.0
5007.0,247.0,3.64
5007.0,182.0,4.03
5007.0,202.0,4.75
5007.0,139.0,4.26
5007.0,1331.0,4.0
5007.0,1667.0,4.0
5007.0,1492.0,4.0
5007.0,1100.0,4.4
5007.0,1736.0,4.0
5007.0,1993.0,4.0
5007.0,639.0,4.0
5007.0,755.0,5.0
5007.0,680.0,5.0
5007.0,46.0,5.0
5007.0,46.0,5.0
5008.0,757.0,4.0
5008.0,45.0,3.95
5008.0,1932.0,5.0
5008.0,159.0,4.14
5008.0,527.0,4.19
5008.0,1234.0,3.75
5008.0,1685.0,5.0
5008.0,2156.0,2.0
5008.0,1788.0,5.0
5008.0,2014.0,5.0
5008.0,923.0,3.0
5008.0,1078.0,5.0
