23,14,5
21,5,3
21,6,4
22,13,4
21,7,3
20,12,5
21,15,3
15,11,4
23,18,4
26,17,5
26,18,4
26,16,1
27,19,2
28,19,2
29,20,3
30,21,4
30,22,1
31,3,3
31,9,4
33,5,3
33,6,4
34,4,4
35,23,1
35,24,3
35,25,4
27,18,4
27,26,5
31,27,4
31,28,3
23,31,4
21,29,4
23,32,3
21,30,4
28,33,2
26,34,3
28,35,4
35,30,4
35,36,3
33,37,5
21,38,5
37,39,4
38,30,3
27,33,3
27,40,4
27,41,4
39,1,3
39,2,3
39,16,4
39,42,4
40,16,1
21,43,3
21,45,5
31,44,5
20,29,4
31,46,3
25,9,4
25,47,5
25,48,2
41,49,4
42,17,4
42,50,3
42,51,4
42,52,1
42,53,4
42,54,5
42,55,3
42,39,4
42,58,3
42,57,5
42,56,1
42,34,5
42,63,4
42,18,4
42,62,3
42,61,1
25,59,2
25,60,3
21,64,3
33,64,3
35,65,3
41,66,2
43,67,4
27,38,4
45,68,4
33,70,4
33,71,2
33,72,4
33,73,3
21,54,4
47,75,3
35,80,3
21,74,5
27,69,3
28,69,3
31,76,5
31,77,4
41,78,5
41,79,3
37,47,4
48,92,3
25,66,4
49,47,5
49,93,3
49,51,4
49,81,5
49,82,5
49,83,3
49,84,5
49,85,4
50,86,2
50,85,3
50,87,2
21,88,3
157,73,3
157,89,4
157,90,3
157,91,4
48,94,4
35,66,5
21,58,3
42,95,4
42,96,3
50,97,4
26,95,4
41,98,3
52,99,4
53,100,5
53,101,3
53,102,4
37,103,3
49,104,3
53,105,3
21,106,4
42,65,5
33,106,5
50,107,1
54,108,2
54,109,4
21,110,4
31,110,4
27,111,4
54,112,3
21,113,4
31,113,3
24,114,3
35,114,2
55,115,4
35,116,3
50,117,5
50,118,5
50,119,2
35,120,5
56,107,3
25,121,2
21,122,5
21,123,3
31,123,4
55,124,3
21,125,4
48,109,4
25,126,4
25,99,1
57,127,2
57,38,5
57,109,4
33,113,3
33,122,4
33,125,2
26,128,5
42,128,5
42,99,2
48,127,3
25,102,3
24,129,4
55,130,4
28,111,3
21,129,4
50,131,5
48,104,4
50,132,4
42,133,3
56,134,2
55,135,4
59,136,1
41,137,3
21,104,3
59,138,3
21,139,4
21,99,5
59,179,2
25,68,3
25,140,3
42,141,5
42,38,5
60,142,4
21,66,3
50,131,5
50,39,3
27,143,4
48,144,4
25,145,4
25,83,3
42,146,4
25,147,4
25,155,3
25,148,4
35,149,5
55,150,5
55,151,5
55,152,5
55,156,4
55,157,3
59,153,3
21,154,2
21,142,3
57,67,3
57,54,2
61,47,5
26,146,3
50,158,3
35,13,3
54,159,4
50,159,3
35,160,2
61,161,5
61,3,4
21,162,4
61,163,2
26,141,5
26,164,5
26,47,3
26,63,5
26,65,4
26,53,4
26,77,4
26,165,5
26,26,4
26,38,3
27,166,3
28,166,3
28,143,3
35,101,2
56,167,4
62,47,5
63,168,3
63,169,3
63,83,4
27,170,2
28,170,2
35,42,3
43,171,5
64,172,5
33,173,4
31,138,4
61,65,4
31,174,4
31,175,5
21,83,5
21,176,3
21,177,4
21,173,3
27,178,3
31,183,3
42,180,5
42,181,5
42,182,4
