UserID,ItemID,Rating,TripType
5C28F393B23BB894523AE7126A7AE445,219668,5,SOLO
3FA27F6E8AC712A82C69C4EDD8B912CC,223860,5,SOLO
B99CFBB5411EDC8881D13B7A4B313ADA,75680,5,FAMILY
3FA27F6E8AC712A82C69C4EDD8B912CC,224783,5,SOLO
7CEFF5C32BA1F3B186E7838C7D3FE25E,222984,5,COUPLES
A39CD9E9BB15BF969F0E7CD73A9D363D,75662,5,COUPLES
B99CFBB5411EDC8881D13B7A4B313ADA,98805,5,BUSINESS
3FA27F6E8AC712A82C69C4EDD8B912CC,218748,5,COUPLES
3FA27F6E8AC712A82C69C4EDD8B912CC,1147292,5,SOLO
7CEFF5C32BA1F3B186E7838C7D3FE25E,222984,5,COUPLES
915AD6CAA5079739DC6CBD965957EF5F,100923,5,FAMILY
A39CD9E9BB15BF969F0E7CD73A9D363D,1149361,5,COUPLES
5C28F393B23BB894523AE7126A7AE445,79061,5,FRIENDS
7CEFF5C32BA1F3B186E7838C7D3FE25E,224305,5,COUPLES
A39CD9E9BB15BF969F0E7CD73A9D363D,1761659,5,COUPLES
1C941B93824D6B763B283FE750BD4D1C,87660,5,FAMILY
A809AF23DDBCE87B17A608CE1A892699,300467,5,SOLO
8DEC572427A0E3FA8E287D024F8BF555,105455,5,FRIENDS
8E71BC2F72E449987EF5F2FA18325309,122343,5,BUSINESS
C6A629E2227E25A4C0CDEF6FB9166BE1,89327,5,SOLO
114364637642AD6AA2BE8CE34E02BDEB,652966,5,FAMILY
1C941B93824D6B763B283FE750BD4D1C,878115,5,FAMILY
A809AF23DDBCE87B17A608CE1A892699,1762573,5,BUSINESS
286008B04EC788EEA27081EA16850984,1724006,5,COUPLES
114364637642AD6AA2BE8CE34E02BDEB,90340,5,COUPLES
257FBBD7E575DF953EDBDE27A4164D93,102480,5,BUSINESS
8E71BC2F72E449987EF5F2FA18325309,1479971,5,BUSINESS
D2AE37A17955AC0F911F15BF5EA5EDF0,310409,5,FAMILY
286008B04EC788EEA27081EA16850984,102466,5,BUSINESS
C6A629E2227E25A4C0CDEF6FB9166BE1,89365,5,BUSINESS
1DCCCD9C51BFE6F0CD83A6F1F4B1ECC4,601419,5,BUSINESS
A809AF23DDBCE87B17A608CE1A892699,112066,5,SOLO
8DEC572427A0E3FA8E287D024F8BF555,84092,5,COUPLES
8E71BC2F72E449987EF5F2FA18325309,95198,5,BUSINESS
286008B04EC788EEA27081EA16850984,88823,5,SOLO
C6A629E2227E25A4C0CDEF6FB9166BE1,105443,5,FAMILY
1DCCCD9C51BFE6F0CD83A6F1F4B1ECC4,1465162,5,SOLO
CAFAF8275C721F57AB58686ECC5AEC41,102463,5,FRIENDS
A809AF23DDBCE87B17A608CE1A892699,596543,5,BUSINESS
8DEC572427A0E3FA8E287D024F8BF555,98188,5,COUPLES
286008B04EC788EEA27081EA16850984,89377,5,COUPLES
